survey_year,survey_wave,scenario,geography_level,group_a_code,group_a,group_b_code,group_b,contrast,indoor_exposure_share_difference_a_minus_b,indoor_rate_difference_a_minus_b,outdoor_rate_difference_a_minus_b,borough_id,borough_name,borough_code
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19198301470518353,0.08793771586601937,0.09943493909018847,107.0,Greenwich,E09000011
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1014011231869546,0.06998427048812465,0.022573987671568388,107.0,Greenwich,E09000011
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2911057880512149,0.17979198519565845,0.13122470018079116,109.0,Hackney,E09000012
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1771805912080533,0.10942708897913393,0.10840562736293746,109.0,Hackney,E09000012
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1139251968431616,0.07036489621652452,0.022819072817853704,109.0,Hackney,E09000012
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.26586278267149266,0.18207408404176706,0.13250559686744592,112.0,Hammersmith and Fulham,E09000013
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17752879394109766,0.11183049498511974,0.10985982049151194,112.0,Hammersmith and Fulham,E09000013
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.088333988730395,0.07024358905664733,0.022645776375933985,112.0,Hammersmith and Fulham,E09000013
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29519549036614834,0.18059902460819016,0.13238336799114386,114.0,Haringey,E09000014
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1758682063507856,0.11002173179925577,0.10919958522125973,114.0,Haringey,E09000014
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11932728401536274,0.0705772928089344,0.023183782769884115,114.0,Haringey,E09000014
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2921004821269192,0.15828486590551463,0.12169690650891836,117.0,Harrow,E09000015
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19073768447926842,0.08834467076255367,0.09913023660658318,117.0,Harrow,E09000015
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10136279764765077,0.06994019514296097,0.022566669902335166,117.0,Harrow,E09000015
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.24140131145285282,0.15803897391438776,0.12148609540634846,122.0,Havering,E09000016
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19073388138818492,0.0881136751054947,0.0989510912311728,122.0,Havering,E09000016
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.050667430064667895,0.06992529880889306,0.02253500417517567,122.0,Havering,E09000016
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29872455249185514,0.1532541049770311,0.11550326742154562,126.0,Hillingdon,E09000017
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18580724801667148,0.08375938090436656,0.09306485312894144,126.0,Hillingdon,E09000017
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11291730447518367,0.06949472407266452,0.02243841429260417,126.0,Hillingdon,E09000017
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.1695302736112686,0.15759096265259656,0.12162852892891068,129.0,Hounslow,E09000018
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19154621652825066,0.0879928548701353,0.09926067166869987,129.0,Hounslow,E09000018
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.022015942916982056,0.06959810778246127,0.022367857260210827,129.0,Hounslow,E09000018
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29929662951878044,0.18052032345061805,0.1319904091804536,135.0,Islington,E09000019
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18061899294376238,0.10959908161212562,0.10936190050280566,135.0,Islington,E09000019
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11867763657501806,0.07092124183849245,0.022628508677647943,135.0,Islington,E09000019
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.27753744791331814,0.18136115098817338,0.13228382234225672,136.0,Kensington and Chelsea,E09000020
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17921381042309914,0.11062247267983298,0.10962179207943316,136.0,Kensington and Chelsea,E09000020
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.098323637490219,0.0707386783083404,0.022662030262823547,136.0,Kensington and Chelsea,E09000020
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29096187859579214,0.15781188644096464,0.12198342167551936,139.0,Kingston upon Thames,E09000021
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19209208687198198,0.08783832674113293,0.09941241671239942,139.0,Kingston upon Thames,E09000021
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09886979172381016,0.06997355969983171,0.022571004963119937,139.0,Kingston upon Thames,E09000021
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2990318821243698,0.18153535198154977,0.132587068157501,142.0,Lambeth,E09000022
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1760837433875122,0.1109433444562643,0.10953342514916109,142.0,Lambeth,E09000022
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12294813873685762,0.07059200752528548,0.02305364300833989,142.0,Lambeth,E09000022
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29640739564345897,0.1806651992470125,0.13213471399090726,147.0,Lewisham,E09000023
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17719573017822676,0.11001471080692198,0.10915818098539422,147.0,Lewisham,E09000023
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11921166546523221,0.0706504884400905,0.02297653300551305,147.0,Lewisham,E09000023
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2906376419745378,0.15927130221821534,0.12260958053030367,160.0,Merton,E09000024
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19218624993708655,0.08922842910903453,0.10015060109877037,160.0,Merton,E09000024
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09845139203745124,0.07004287310918081,0.022458979431533296,160.0,Merton,E09000024
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2889791085058788,0.18034216187837937,0.13195609926358745,171.0,Newham,E09000025
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17844362910598421,0.10974920987706312,0.1091431299918876,171.0,Newham,E09000025
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11053547939989461,0.07059295200131625,0.022812969271699863,171.0,Newham,E09000025
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2763928262155805,0.15936911117208502,0.12427971220149425,196.0,Redbridge,E09000026
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.196399638783061,0.08937163902059893,0.10196933881100964,196.0,Redbridge,E09000026
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07999318743251949,0.06999747215148608,0.02231037339048462,196.0,Redbridge,E09000026
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.20758068725987266,0.15836851161794405,0.12215389432391142,201.0,Richmond upon Thames,E09000027
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19073640415687376,0.08905454845380792,0.09976368279024793,201.0,Richmond upon Thames,E09000027
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.016844283102998903,0.06931396316413611,0.022390211533663492,201.0,Richmond upon Thames,E09000027
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.17517768199861816,0.17974250661731878,0.1312294589573824,241.0,Southwark,E09000028
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17834280308675565,0.10915488773272378,0.10855366407871483,241.0,Southwark,E09000028
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.0031651210881374903,0.070587618884595,0.022675794878667558,241.0,Southwark,E09000028
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.21680730078428967,0.1573948996583269,0.12188751403950256,255.0,Sutton,E09000029
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1943781403655912,0.08777313401493915,0.09971756742916368,255.0,Sutton,E09000029
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.02242916041869847,0.06962176564338775,0.022169946610338886,255.0,Sutton,E09000029
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29893729043729833,0.18208997122496828,0.13293977043895847,272.0,Tower Hamlets,E09000030
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17772246240989098,0.111434409850179,0.11008140472232886,272.0,Tower Hamlets,E09000030
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12121482802740735,0.0706555613747893,0.022858365716629612,272.0,Tower Hamlets,E09000030
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2873628625264426,0.15781408566919147,0.12215141881769002,279.0,Waltham Forest,E09000031
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19312237991685077,0.08772733483175525,0.09963079821828338,279.0,Waltham Forest,E09000031
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09424048260959184,0.07008675083743622,0.022520620599406647,279.0,Waltham Forest,E09000031
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.26706659090772567,0.18023562379340127,0.13192349393622138,280.0,Wandsworth,E09000032
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17702556131452973,0.1099746945690155,0.10903678626132442,280.0,Wandsworth,E09000032
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09004102959319593,0.07026092922438577,0.022886707674896957,280.0,Wandsworth,E09000032
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.23717468496873684,0.18125303915568275,0.132232144755382,293.0,Westminster,E09000033
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17796091591663266,0.1107515202613385,0.10950948488925402,293.0,Westminster,E09000033
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.05921376905210418,0.07050151889434424,0.022722659866127967,293.0,Westminster,E09000033
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31178989933866874,0.16104063600991195,0.1352430531262845,8.0,Barking and Dagenham,E09000002
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19704345224286757,0.09280418617838207,0.11132713277898719,8.0,Barking and Dagenham,E09000002
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11474644709580117,0.06823644983152988,0.023915920347297327,8.0,Barking and Dagenham,E09000002
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28081694107847566,0.16222618833352592,0.13527784634003853,9.0,Barnet,E09000003
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19287737503023383,0.0943674413034687,0.11120648012840265,9.0,Barnet,E09000003
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08793956604824182,0.0678587470300572,0.024071366211635876,9.0,Barnet,E09000003
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2983086094322297,0.16305575823248472,0.13241852591561473,17.0,Bexley,E09000004
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19239067533947252,0.09486244088124479,0.10897532969559239,17.0,Bexley,E09000004
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10591793409275718,0.06819331735123993,0.02344319622002235,17.0,Bexley,E09000004
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3094423698210781,0.16141549563613125,0.1352858054877636,30.0,Brent,E09000005
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19665754364024168,0.09309005575488025,0.11135590879646036,30.0,Brent,E09000005
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1127848261808364,0.06832543988125102,0.023929896691303233,30.0,Brent,E09000005
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.27786034734727616,0.16527213064002774,0.13549964610616097,35.0,Bromley,E09000006
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18907818040659274,0.09706998379285751,0.11135589191855902,35.0,Bromley,E09000006
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08878216694068342,0.06820214684717021,0.024143754187601948,35.0,Bromley,E09000006
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29718964846438134,0.18975554592980723,0.1437719631150301,44.0,Camden,E09000007
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17123079839237565,0.12133932802601222,0.11968936526943039,44.0,Camden,E09000007
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1259588500720057,0.06841621790379503,0.024082597845599706,44.0,Camden,E09000007
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28576966075399524,0.16120388067808733,0.13466153455828797,68.0,Croydon,E09000008
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19376565698058779,0.09294097585997628,0.11050328854525213,68.0,Croydon,E09000008
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09200400377340745,0.06826290481811105,0.02415824601303586,68.0,Croydon,E09000008
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.22534571656265412,0.16416235162091886,0.1351145248666076,78.0,Ealing,E09000009
